energy,intensity,residual,fit,pseudovoigt_1,gaussian_2,gaussian_3,gaussian_4,gaussian_5,gaussian_6
0.4999999999999925,0.0605124172015765,-0.01652606698374652,0.04398635021782998,0.04398635021782998,1.424165315708009e-22,9.787768465206837e-26,9.010874275046541e-41,7.363882156093705e-116,6.882278728352819e-86
0.5166666666666592,0.0508969138774366,-0.00968623018795619,0.04121068368948041,0.04121068368948041,5.134546003234518e-22,2.755066879389003e-25,3.3491078632436125e-40,6.946456556964743e-115,5.20727093783441e-85
0.5333333333333257,0.085917365515991,-0.04723077326965734,0.038686592246333654,0.038686592246333654,1.8197455433143596e-21,7.680679304692191e-25,1.2328503631451401e-39,6.489912566352502e-114,3.898509991901988e-84
0.5499999999999923,0.0652751555730133,-0.028890236771113263,0.03638491880190004,0.03638491880190004,6.339956091726816e-21,2.1207337422446473e-24,4.4948026454283935e-39,6.005281856030941e-113,2.8880033162518726e-83
0.5666666666666589,0.1026352311603495,-0.06835466873216184,0.034280562428187666,0.03428056242818766,2.17134486687764e-20,5.7995151643605135e-24,1.623042589166531e-38,5.503601410729065e-112,2.1169338271715027e-82
0.5833333333333255,0.0503265022669435,-0.017974674753331685,0.03235182751361181,0.03235182751361181,7.310352740873192e-20,1.5707832378982304e-23,5.804545663161958e-38,4.995507079192861e-111,1.5354208614893994e-81
0.5999999999999921,0.12757165389086,-0.09699176377891836,0.03057989011194165,0.030579890111941642,2.4194398552752686e-19,4.213663554754744e-23,2.0560116725138776e-37,4.4908775340212394e-110,1.101940513511585e-80
0.6166666666666587,0.0987516266396387,-0.06980326836278529,0.02894835827685341,0.028948358276853405,7.871514473930352e-19,1.1194958330040868e-22,7.212767740932559e-37,3.9985439429516967e-109,7.825271655903137e-80
0.6333333333333253,0.0459542483770115,-0.018511340225865855,0.027442908151145647,0.027442908151145643,2.517495696247026e-18,2.9458059479789485e-22,2.5060939450966727e-36,3.526075134548566e-108,5.498588949320926e-79
0.6499999999999919,0.0686872585644631,-0.042636277150089816,0.026050981414373287,0.026050981414373276,7.914913004741061e-18,7.677234670584269e-22,8.624060104243262e-36,3.0796423193952004e-107,3.823082288423269e-78
0.6666666666666585,0.0336240065145901,-0.008862473850917051,0.024761532663673046,0.024761532663673022,2.4461919085115167e-17,1.9816389273160562e-21,2.9393089012316475e-35,2.6639619877324257e-106,2.630186813519389e-77
0.6833333333333251,0.10388950642747,-0.08032468881149948,0.023564817615970512,0.023564817615970433,7.431934532991976e-17,5.065977560827745e-21,9.921965507234817e-35,2.2823108560978995e-105,1.7904826023620224e-76
0.6999999999999916,0.030981017827682,-0.008528802997621925,0.022452214830060074,0.022452214830059852,2.2196280066037625e-16,1.2826879843927145e-20,3.317181417389013e-34,1.936602982467095e-104,1.2060468368752294e-75
0.7166666666666583,0.0726662468847266,-0.051250171814176106,0.021416075070550496,0.021416075070549843,6.5166663685186765e-16,3.216605639427268e-20,1.0983980736705546e-33,1.6275165910721179e-103,8.038384976092024e-75
0.733333333333325,0.1118161842578151,-0.09136659069746396,0.020449593560351143,0.020449593560349262,1.8807789214709514e-15,7.989022409838985e-20,3.602212501950903e-33,1.354656797253801e-102,5.301319615747019e-74
0.7499999999999916,0.0554116157019506,-0.03586491444084844,0.01954670126110216,0.019546701261096824,5.336014255088759e-15,1.9652078379722174e-19,1.1700324953610876e-32,1.1167402368549502e-101,3.459471320747679e-73
0.7666666666666581,0.0895053910756957,-0.07080341904292002,0.018701972032775682,0.018701972032760802,1.4882064550111735e-14,4.78787015078444e-19,3.7639647352950994e-32,9.117884279064806e-101,2.2338090179311108e-72
0.7833333333333247,0.0233780002157516,-0.005467457121993639,0.01791054309375796,0.01791054309371716,4.080152140040142e-14,1.1553013145577783e-18,1.1992568173541422e-31,7.373183040916251e-100,1.4272265112202068e-71
0.7999999999999914,0.1157596833099037,-0.09859163664865857,0.017168046661245134,0.01716804666113517,1.0996551214088952e-13,2.761005038746404e-18,3.784407320424037e-31,5.90520505483872e-99,9.022986921360762e-71
0.8166666666666581,0.0628891458592407,-0.04641859483712442,0.01647055102211628,0.016470551021824934,2.913423477753612e-13,6.535189100962826e-18,1.1827762072705164e-30,4.684184341986408e-98,5.644406855068607e-70
0.8333333333333246,0.0259587147421738,-0.010144205157412604,0.015814509584761195,0.0158145095840024,7.587831893857242e-13,1.5320330918511792e-17,3.661224107132817e-30,3.680035439466944e-97,3.493790443546233e-69
0.8499999999999912,0.0618366130749174,-0.046639896368076236,0.015196716706841161,0.015196716704898456,1.9426687593532983e-12,3.557108901243141e-17,1.1224553511987798e-29,2.8634463590881754e-96,2.1398629221975597e-68
0.8666666666666578,0.086694542401719,-0.0720802731079156,0.014614269293803411,0.014614269288914022,4.889301087304962e-12,8.179847450680257e-17,3.408245453383123e-29,2.2067093267891027e-95,1.2968376603719508e-67
0.8833333333333245,0.1076528243174032,-0.0935882909904325,0.01406453332697069,0.014064533314873952,1.2096557076486945e-11,1.8629975137016732e-16,1.0249712437952667e-28,1.6843030578789074e-94,7.77670873629754e-67
0.899999999999991,0.0332821361652725,-0.019737021550052546,0.013545114615219955,0.013545114585799461,2.942007300980011e-11,4.202409543159787e-16,3.052892599525429e-28,1.2732520130692929e-93,4.6144145928111785e-66
0.9166666666666576,0.0866334450523186,-0.07357961187596884,0.013053833176349755,0.01305383310601038,7.033843219365106e-11,9.388657594759873e-16,9.005967988359119e-28,9.532954796784895e-93,2.709242937825831e-65
0.933333333333324,0.0393308623409473,-0.02674216159295098,0.012588700747996319,0.012588700582680638,1.6531360329533188e-10,2.077436008236327e-15,2.6312874816464336e-27,7.069028355867297e-92,1.5739460680070274e-64
0.9499999999999909,0.0687314681428824,-0.05658356713522351,0.012147901007658897,0.012147900625717576,3.819367700285185e-10,4.5527189090823644e-15,7.614216619647328e-27,5.191716169651442e-91,9.04778564876195e-64
0.9666666666666576,0.0260675256521662,-0.01433775350086753,0.011729772151298671,0.011729771283845043,8.674437463395518e-10,9.881731453140033e-15,2.1822333287864454e-26,3.776427811630049e-90,5.146421094651052e-63
0.983333333333324,0.1014934976353168,-0.09016070609029785,0.011332791545018955,0.011332789608316492,1.9366812161044533e-09,2.1242923503076498e-14,6.194356102196418e-26,2.7206361282767723e-89,2.8965357499358173e-62
0.9999999999999906,0.0454461185394953,-0.03449055630831893,0.010955562231176372,0.010955557980612443,4.250518696572634e-09,4.5228746432260484e-14,1.7414466754094644e-25,1.941237902588044e-88,1.6131064464948036e-61
1.0166666666666573,0.0939886519565868,-0.08339185080771794,0.010596801148868865,0.010596791978280316,9.170493172348517e-09,9.537484485637662e-14,4.848899918610049e-25,1.3718483067060332e-87,8.88909852122427e-61
1.033333333333324,0.0329429415051325,-0.02268761247037159,0.01025532903476091,0.010255309584972944,1.9449588775961873e-08,1.9919212554780972e-13,1.3371966750101428e-24,9.601795423359893e-87,4.8468878595569747e-60
1.0499999999999905,0.0169099376785277,-0.006979875549987167,0.009930062128540532,0.00993002157773009,4.05503984128016e-08,4.1203064220197796e-13,3.65229949756716e-24,6.656069277702111e-86,2.6150426898297824e-59
1.066666666666657,0.0383341597891401,-0.02871415373209603,0.009620006057044071,0.009619922947440783,8.310875916689572e-08,8.441233080883595e-13,9.879990042542694e-24,4.569853169229272e-85,1.3960634382287704e-58
1.0833333333333235,0.0703894379388605,-0.06106518526685355,0.009324252672006955,0.009324085227893707,1.674424004707705e-07,1.7127788723914963e-12,2.6470714140158603e-23,3.1074610007666496e-84,7.374661367744576e-58
1.0999999999999903,0.0711522669118668,-0.062110285655107136,0.00904198125675966,0.00904164962542187,3.3162789575038654e-07,3.44203854936102e-12,7.024150966943336e-23,2.092802065604316e-83,3.854691017438048e-57
1.1166666666666567,0.1130682713307732,-0.10429580480894943,0.008772466521823771,0.008771820855332962,6.456596398853719e-07,6.85092464325819e-12,1.8460397316592464e-22,1.3959493202105994e-82,1.9936440446931866e-56
1.1333333333333235,0.0466269650779189,-0.03811186773207212,0.008515097345846781,0.0085138616034678,1.2357288737562707e-06,1.3505220488685025e-11,4.805153643272049e-22,9.222107399705555e-82,1.0202726077768585e-55
1.14999999999999,0.0262315608729181,-0.01796214837575401,0.008269412497164091,0.008267087541661769,2.324929134564883e-06,2.6367757458527545e-11,1.238775310952772e-21,6.034061435390256e-81,5.166487621674745e-55
1.1666666666666567,0.0349189691386569,-0.026883806304688736,0.008035162833968164,0.008030862834860049,4.299948120612015e-06,5.098750246443177e-11,3.1629828094483227e-21,3.91028405822124e-80,2.5887202365737e-54
1.1833333333333231,0.1143602814641988,-0.10654786749689506,0.007812413967303741,0.007804596085378039,7.817784275468499e-06,9.765023915444254e-11,7.998713654445792e-21,2.5097237181719838e-79,1.283469058710339e-53
1.19999999999999,0.0389226993403093,-0.031320990085080755,0.007601709255228545,0.0075877366664861825,1.3972403516376658e-05,1.8522598417272516e-10,2.0033761342979234e-20,1.595374148505095e-78,6.29645707823385e-53
1.2166666666666563,0.0291532022343609,-0.021748881951066282,0.007404320283294616,0.007379771403289774,2.4548532028642268e-05,3.4797619795724723e-10,4.969627871286e-20,1.0044266190290823e-77,3.056452495547045e-52
1.2333333333333232,0.0463676778007255,-0.03914505743954645,0.007222620361179051,0.007180221563898144,4.239814981606062e-05,6.474648469423193e-10,1.2209679709075452e-19,6.263151324801624e-77,1.4680796288650457e-51
1.2499999999999896,0.087072889305342,-0.080012264103598,0.0070606252017439974,0.006988640128245075,7.198388033015451e-05,1.1931687692890069e-09,2.9710071776169136e-19,3.8680014110405946e-76,6.977376108040458e-51
1.2666666666666564,0.0852459458774799,-0.07832119357919708,0.006924752298282821,0.006804609305725253,0.00012014081481475813,2.1777428095864232e-09,7.160150624082351e-19,2.365916268943042e-75,3.281294528506759e-50
1.283333333333323,0.1096100944170928,-0.10278524029580881,0.006824854121283988,0.006627738276130213,0.00019711190847184292,3.9366819361310575e-09,1.7090691844486654e-18,1.433280344964561e-74,1.5268938788816221e-49
1.2999999999999896,0.0365951371906682,-0.0298195605235011,0.006775576667167105,0.0064576611312671135,0.00031790848778315685,7.0481168276693185e-09,4.040323660079083e-18,8.599673200672407e-74,7.030448851574321e-49
1.3166666666666562,0.0244128373871494,-0.017614757608607215,0.006798079778542184,0.006294034997183393,0.0005040322835208436,1.2497837939474723e-08,9.460012225373853e-18,5.1103633294625286e-73,3.20308018687928e-48
1.3333333333333228,0.0554170523536385,-0.04849492811671056,0.006922124236927944,0.006136538319147258,0.0007855639687315032,2.1949049164424076e-08,2.193745618484336e-17,3.0077423872939175e-72,1.4439864844951877e-47
1.3499999999999894,0.0493211150289454,-0.0421326365221496,0.007188478506795798,0.0059848692934905525,0.0012035710350952738,3.817820992242019e-08,5.038483758982529e-17,1.7532688718089328e-71,6.44123293318704e-47
1.366666666666656,0.0807675286541233,-0.07311600619914997,0.007651522454973331,0.005838744432142203,0.0018127122518318225,6.577099919445862e-08,1.1461263239871435e-16,1.0122212166276814e-70,2.843056171820749e-46
1.3833333333333226,0.0672359465270824,-0.058854119542280404,0.008381826984801992,0.005697897247197582,0.0026838175170663444,1.1222053780637429e-07,2.5821658889946026e-16,5.787904780880465e-70,1.2416878603509216e-45
1.3999999999999893,0.0667371198804244,-0.05726874681655771,0.009468373063866685,0.00556207704420844,0.0039061063799489906,1.8963970867845756e-07,5.761755430310988e-16,3.2778294076231976e-69,5.3659916079442614e-45
1.416666666666656,0.124788723266352,-0.11376876970475895,0.011019953561593049,0.0054310478140618575,0.005588588348758674,3.1739877124852705e-07,1.2733404273903182e-15,1.8385284074095716e-68,2.2945530460441007e-44
1.4333333333333225,0.0609656027906548,-0.04780040619074044,0.013165196599914358,0.0053045872143648205,0.00786008324686709,5.26138679661176e-07,2.7871045707684328e-15,1.0213471227977599e-67,9.708603718215238e-44
1.449999999999989,0.0377032555333442,-0.02165266903789637,0.01605058649544783,0.005182485632180075,0.010867237061176862,8.638020848533904e-07,6.042004260116263e-15,5.619470851188041e-67,4.06467668227773e-43
1.4666666666666557,0.0698887458754342,-0.050052877202445015,0.019835868672989185,0.005064545320784035,0.014769918769563075,1.404582629104484e-06,1.2972623640950481e-14,3.062220811239652e-66,1.6838592879522728e-42
1.4833333333333223,0.1235228550626417,-0.09883651691417064,0.024686338148471057,0.004950579603850731,0.01973349650935494,2.262035237799309e-06,2.7586311628692405e-14,1.6527098383172819e-65,6.902336795617131e-42
1.499999999999989,0.0891652911931678,-0.058403541684117405,0.03076174950905039,0.004840412141118779,0.02591772933515758,3.608032715934084e-06,5.810031473888997e-14,8.834373347319866e-65,2.799606902824143e-41
1.5166666666666555,0.0448489235796176,-0.006646967453503641,0.03820195612611396,0.004733876250180325,0.0334623800629701,5.699812842341898e-06,1.2119434615763935e-13,4.677070467568005e-64,1.1235917037967357e-40
1.533333333333322,0.079972885136239,-0.03286301447338138,0.04710987066285762,0.004630814279550271,0.042470138336156225,8.918046900742862e-06,2.5038324452611553e-13,2.452398859671994e-63,4.462010123136575e-40
1.5499999999999887,0.1451416603419322,-0.08760876771855064,0.05753289262338157,0.004531077028638349,0.05298799591583984,1.3819678391053732e-05,5.123269402641291e-13,1.273583211642947e-62,1.7533278765743406e-39
1.566666666666655,0.1586074931234184,-0.0891629948041775,0.0694444983192409,0.00443452321066195,0.06498876488874693,2.1210218793752666e-05,1.0382648513026639e-12,6.550622513197094e-62,6.817203896457336e-39
1.583333333333322,0.147568888435356,-0.06484074950683397,0.08272813892852204,0.004341018954909609,0.07835487875735951,3.2241214168959746e-05,2.0839540475826553e-12,3.337004937035287e-61,2.6227686776105934e-38
1.5999999999999883,0.1463266258037754,-0.049160786310994756,0.09716583949278064,0.004250437345098869,0.0928668624917677,4.853965177132908e-05,4.1427349899761374e-12,1.6836435571471815e-60,9.984452439087183e-38
1.6166666666666551,0.1628523411311102,-0.05041849866068848,0.11243384247042171,0.004162657990871735,0.10819880740903087,7.237706236257595e-05,8.156525428125626e-12,8.413224621921606e-60,3.7609631293530935e-37
1.6333333333333215,0.1471353829513583,-0.01902815011746023,0.12810723283389808,0.004077566629740448,0.1239227793389689,0.0001068868492834158,1.590531462218981e-11,4.163838182850546e-59,1.4017948440843035e-36
1.6499999999999884,0.2062214848438395,-0.06254677606867395,0.14367470877516555,0.003995054757038574,0.1395233152404328,0.00015633874697581606,3.071838378085576e-11,2.0410057605727325e-58,5.169879253186651e-36
1.6666666666666548,0.1630654132822926,-0.004501834356873624,0.15856357892541897,0.003915019281650839,0.154422080549934,0.0002264790350752618,5.875887706988595e-11,9.908630770118506e-58,1.8866307153584577e-35
1.6833333333333216,0.1758928777746194,-0.003719081901054161,0.17217379587356524,0.0038373622054921055,0.16801148963846554,0.00032494391828902567,1.1131857566040052e-10,4.76433277562706e-57,6.812459927764631e-35
1.699999999999988,0.1752126950227775,0.008705857361749836,0.18391855238452734,0.0037619903248836263,0.17969481084732553,0.00046175100344592897,2.0887228702090976e-10,2.2688697180298608e-56,2.434061683533426e-34
1.7166666666666548,0.1502835263644197,0.04298434755284991,0.1932678739172696,0.0036888149521354554,0.18892918884404758,0.0006498697329245416,3.8816201265336777e-10,1.0701288121963288e-55,8.605374161230513e-34
1.7333333333333214,0.1843213781833252,0.015469554839709354,0.19979093302303455,0.0036177516557892257,0.19526731498325742,0.0009058656695503759,7.144375424717125e-10,4.998982120550074e-55,3.0103604228392253e-33
1.749999999999988,0.0984101438250748,0.1047824913195337,0.2031926351446085,0.0035487200181071204,0.1983933083669261,0.0012506054572048498,1.3023704465216671e-09,2.3128429173918525e-54,1.0420241693512513e-32
1.7666666666666546,0.0961025364387875,0.10723791237855337,0.20334044881734087,0.003481643408512171,0.1981488040210891,0.001709999036354172,2.3513854426081104e-09,1.0598141642735462e-53,3.5690090420607246e-32
1.7833333333333212,0.1178829013681883,0.0823955439999117,0.2002784453681,0.003416448771793274,0.1945462489664664,0.0023157434251680833,4.2046722200582266e-09,4.809858822566821e-53,1.209561801835728e-31
1.7999999999999878,0.1247296157877966,0.06949732873448469,0.1942269445222813,0.003353066429986573,0.1877678521212729,0.0031060185243966506,7.4466251668734746e-09,2.1619914240587477e-52,4.056196981280673e-31
1.8166666666666544,0.1800709534730462,0.0054968716077535285,0.18556782508079972,0.003291429896934176,0.17815031136559595,0.004126070756384155,1.306188542126294e-08,9.624864681672474e-52,1.3459241039099132e-30
1.8333333333333208,0.1968062748513115,-0.021989070405022487,0.174817204446289,0.0032314757046025115,0.16615709996949304,0.005428606080271904,2.2691921562873954e-08,4.243794305082299e-51,4.419088136858723e-30
1.849999999999988,0.1603595881459069,0.0022289833076174215,0.16258857145352432,0.0031731432403165226,0.15234148757235422,0.007073901596727574,3.9044125983668625e-08,1.8532458949452174e-50,1.4356722804187e-29
1.8666666666666545,0.172274567609071,-0.02272419117623037,0.14955037643284064,0.003116374594133449,0.13730439884242157,0.00912953645990622,6.653637941824031e-08,8.015503272835861e-50,4.6151787483705645e-29
1.8833333333333209,0.1404480627782839,-0.004065636340817386,0.1363824264374665,0.0030611144156412933,0.12165155945709567,0.011669640264239212,1.1230049031012442e-07,3.4335831781617355e-49,1.4680210948415621e-28
1.899999999999988,0.1562904952289987,-0.032555307345464204,0.1237351878835345,0.003007309779523419,0.10595412775982732,0.014773562618727877,1.877254558826527e-07,1.4567444670411514e-48,4.6204750083489945e-28
1.916666666666654,0.1808556877222679,-0.06866034158588075,0.11219534613638715,0.0029549100592817924,0.09071624207218408,0.018523883202988596,3.1080193268752566e-07,6.121223117299924e-48,1.4389692519800628e-27
1.9333333333333207,0.1505590037511287,-0.048299134054850146,0.10225986969627857,0.0029038668085584426,0.07635178459293267,0.023003708655051913,5.096397355347967e-07,2.547487549080875e-47,4.4343192967457295e-27
1.9499999999999875,0.1424914725196525,-0.04817189815918241,0.09431957436047009,0.0028541336495375453,0.06317137124556076,0.02829324178647836,8.276788934280708e-07,1.050037860036887e-46,1.3521129379592177e-26
1.9666666666666537,0.1941605795924947,-0.10550859871533719,0.0886519808771575,0.002805666167949848,0.05137932405309566,0.03446565934515297,1.33131095903549e-06,4.286638638281782e-46,4.079524394419403e-26
1.9833333333333203,0.1432976185849329,-0.05787534264241173,0.08542227594252116,0.00275842181423714,0.041079338278070004,0.041582394969897754,2.120880316261174e-06,1.733196558706413e-45,1.217914103360795e-25
1.9999999999999871,0.1383120697448777,-0.053621538730387774,0.08469053101448992,0.0027123598104675634,0.03228683412920849,0.04968799072110612,3.3463537077448373e-06,6.940612366942163e-45,3.5977778520646834e-25
2.0166666666666537,0.1361127752907559,-0.04968972727474556,0.08642304801601035,0.0026674410626227724,0.02494562884992128,0.058804748767388684,5.229336077622566e-06,2.752750113765227e-44,1.0516290814772083e-24
2.0333333333333203,0.2040094960679134,-0.11350373383618921,0.0905057622317242,0.0026236280779058734,0.01894656224239245,0.06892747833835856,8.093573067312112e-06,1.0813214462815943e-43,3.041595032002944e-24
2.049999999999987,0.1423149422317461,-0.045556975476748446,0.09675796675499765,0.002580884886744608,0.014145990299269148,0.08001868496106551,1.2406607918376254e-05,4.206896929785333e-43,8.704638746179279e-24
2.066666666666653,0.2017506245985816,-0.09680549808771487,0.10494512651086672,0.002539176969187814,0.010382531597278713,0.09200458211053632,1.8835833863881324e-05,1.621018438556308e-42,2.4649645231123568e-23
2.08333333333332,0.1881887731426838,-0.07339866020538227,0.11479011293730154,0.002498471185414805,0.00749100587327932,0.10477231311205876,2.8322766548654607e-05,6.186329753070123e-42,6.906867955797329e-23
2.0999999999999868,0.1510163447133285,-0.025033629873443375,0.12598271483988513,0.002458735710097349,0.005313050993890321,0.11816874823820879,4.217989768868831e-05,2.3382837116992513e-41,1.914970961466738e-22
2.1166666666666534,0.1536869671021535,-0.01549927295187592,0.13818769415027757,0.0024199399703721787,0.0037043737788769486,0.13200116550221497,6.221489881345935e-05,8.753472484977149e-41,5.2535611454808155e-22
2.13333333333332,0.205934869549883,-0.05488295329643855,0.15105191625344444,0.0023820545871990504,0.002538940884970688,0.14604003366917806,9.088711209664615e-05,3.2455071133601315e-40,1.426119601286668e-21
2.1499999999999866,0.2178817592243142,-0.053670575970683504,0.16421118325363068,0.002345051319894946,0.0017106349759862542,0.1600239959027976,0.00013150105495187564,1.1918011154364857e-39,3.830616420652832e-21
2.1666666666666528,0.190739493718946,-0.013442142801885354,0.17729735091706064,0.0023089030136494455,0.00113299782536654,0.17366700916598457,0.0001884409120600724,4.33455020574442e-39,1.018103527387366e-20
2.18333333333332,0.2131654318041914,-0.023219282000353253,0.18994614980383814,0.002273583549839711,0.0007376796036707021,0.18666743813826392,0.00026744851206380205,1.561360957736439e-38,2.6774771761540476e-20
2.1999999999999864,0.2002379289667135,0.0015679722408511176,0.20180590120756461,0.0022390677989758043,0.0004721428808550415,0.19871874562362143,0.0003759449041123418,5.570338935216102e-38,6.967390818617071e-20
2.216666666666653,0.1743730193372585,0.0381740439416802,0.21254706327893869,0.0022053315761184893,0.00029706130603495345,0.20952127819629793,0.0005233922004873173,1.9682440843203914e-37,1.7940110989162093e-19
2.23333333333332,0.184642918811308,0.03722938304153642,0.22187230185284443,0.002172351598622286,0.00018373237846612358,0.21879453015074227,0.0007216877250137288,6.88803454015323e-37,4.570783367490588e-19
2.2499999999999862,0.184363304689532,0.04516328062673172,0.22952658531626371,0.002140105446066264,0.0001117100583637976,0.22628919313312942,0.0009855766787042063,2.387430322402166e-36,1.1523030472427949e-18
2.266666666666653,0.1665840539177777,0.06872262040259894,0.23530667432037664,0.0021085715222441616,6.676761003796203e-05,0.23179827258216332,0.0013330626059311968,8.19568244406114e-36,2.8744406206592473e-18
2.2833333333333194,0.1750426369830076,0.06402668865846337,0.23906932564147096,0.002077729019093874,3.9228920149645305e-05,0.23516658051921865,0.0017857871830087844,2.7864969208500664e-35,7.094969484650982e-18
2.299999999999986,0.1930883659365414,0.04764918975646687,0.24073755569300828,0.0020475578824540657,2.265759693744651e-05,0.23629799749361327,0.002369342720003483,9.383201446962945e-35,1.7328392698530103e-17
2.3166666666666527,0.1783790656337414,0.061925339955780395,0.2403044055895218,0.002018038779542999,1.2864363717832983e-05,0.23516002950154655,0.003113472944714364,3.1294105392392336e-34,4.1877099142185115e-17
2.3333333333333197,0.2014214446265459,0.036412357932763956,0.23783380255930986,0.001989153068061328,7.180087632809723e-06,0.23178535838809597,0.0040521110155196305,1.033696555913689e-33,1.0013950908786167e-16
2.349999999999985,0.2050893496941885,0.02836895439913739,0.23345830409332588,0.0019608827668269255,3.939473194105837e-06,0.22627028249704517,0.0052231993562594356,3.381758774644822e-33,2.3694354679445184e-16
2.3666666666666525,0.2083428626981609,0.019030859007312162,0.22737372170547307,0.001933210527855537,2.1247778243357325e-06,0.21877015139863518,0.006668235001157465,1.0957493196610424e-32,5.547468838089539e-16
2.383333333333319,0.1883776620366749,0.03145316873290141,0.2198308307695763,0.001906119609806608,1.1265640054031315e-06,0.20949209673004396,0.008431487865719034,3.516404455249845e-32,1.2851547234182224e-15
2.3999999999999857,0.2418357275235461,-0.030711163950662063,0.21112456357288403,0.0018795938527184594,5.871717972465334e-07,0.19868553377811699,0.010558848770248415,1.1176490708865065e-31,2.945957799636236e-15
2.4166666666666523,0.2522185226050003,-0.05063728290748962,0.20158123969751066,0.0018536176539618993,3.0084408330081187e-07,0.186631041315007,0.013096279884451764,3.518285909870922e-31,6.682026368737191e-15
2.433333333333319,0.1720573407452707,0.019487159839318396,0.1915445005845891,0.0018281759453455467,1.5152515336532182e-07,0.17362831030918915,0.016087862804886048,1.0969221962048026e-30,1.499686244652742e-14
2.449999999999985,0.2072122625518448,-0.025851584623424045,0.18136067792842075,0.0018032541713103236,7.502309221064051e-08,0.15998388038567554,0.01957346834830937,3.387189916616268e-30,3.330452087548508e-14
2.466666666666652,0.2127945515829799,-0.041430214095548146,0.17136433748743177,0.0017788382681543132,3.651507181446564e-08,0.1459993565066917,0.02358610619744072,1.0359106523136195e-29,7.318406548071648e-14
2.4833333333333187,0.2473684628534042,-0.08550375842473953,0.16186470442866466,0.0017549146442327624,1.7470942257929708e-08,0.1319607225241385,0.028149049789191995,3.1377914691880195e-29,1.5912573841523409e-13
2.4999999999999853,0.2085219650227469,-0.05538836467173633,0.15313360035101056,0.001731470161081274,8.217268317233093e-09,0.11812925247510477,0.03327286949721384,9.413364699263239e-29,3.4235359418286013e-13
2.516666666666652,0.1806391973424074,-0.03524378245748827,0.14539541488491914,0.0017084921154133662,3.799317416611712e-09,0.10473437720576496,0.038952541763694594,2.796950107488473e-28,7.288193767462665e-13
2.5333333333333186,0.2043497248840776,-0.06553021834459138,0.13881950653948621,0.0016859682219464336,1.7268342720294753e-09,0.09196870710114692,0.04516482948802334,8.230829053718348e-28,1.5352372118242024e-12
2.5499999999999847,0.1075183763618777,0.025996912095533564,0.13351528845741126,0.0016638865970128522,7.71547575433851e-10,0.07998525536331964,0.05186614572233125,2.3989515242440922e-27,3.1999384561038115e-12
2.566666666666652,0.1401827543414672,-0.010652640252006018,0.1295301140894612,0.0016422357429154864,3.3887671838971834e-10,0.06889676303518784,0.05899111496588153,6.9249778785953e-27,6.599610761693844e-12
2.5833333333333184,0.1138616642471996,0.01298827873455155,0.12684994298175115,0.0016210045329892533,1.463146205560849e-10,0.05877690694204203,0.06645203134693714,1.9798593386802777e-26,1.3468076594197279e-11
2.599999999999985,0.1172444608402864,0.008158182573056047,0.12540264341334245,0.001600182197332529,6.210129955165708e-11,0.04966308183676291,0.07413937928994983,5.60620933564883e-26,2.7195897289999804e-11
2.616666666666652,0.0711740278864589,0.05388965231778205,0.12506368020424094,0.0015797583091743572,2.591078806694588e-11,0.04156039169181718,0.0819235301229996,1.572256185374316e-25,5.4339015561996166e-11
2.633333333333318,0.0974309131763187,0.028232931622047444,0.12566384479836615,0.0015597227718452745,1.0627412214931757e-11,0.03444646228058875,0.08965765962787345,4.367132225864353e-25,1.0743126740548992e-10
2.649999999999985,0.1420026532394653,-0.015004041384912459,0.12699861185455283,0.0015400658063214106,4.28490700599939e-12,0.028276694979690157,0.09718185085409144,1.2014021334540882e-24,2.1016490293271736e-10
2.6666666666666514,0.0949256244750162,0.03391302820446042,0.1288386526794766,0.0015207779393132507,1.6983306454500323e-12,0.022989614901241517,0.10432825943040543,3.2734030597855924e-24,4.068180773529369e-10
2.683333333333318,0.1421389824321976,-0.011197981001842744,0.13094100143035486,0.0015018499918720107,6.617136022082696e-13,0.018512018415522417,0.1109271322430953,8.833434580923151e-24,7.792034263585722e-10
2.6999999999999846,0.0760557336703996,0.05700462206328487,0.13306035573368447,0.001483273068488082,2.534456539960514e-13,0.01476368867782401,0.11681339251035179,2.3609062285990257e-23,1.4767671508620682e-09
2.7166666666666512,0.1038272957211466,0.031132704221099317,0.13495999994224592,0.0014650385466574384,9.54259748735285e-14,0.011661515973193478,0.1218334426529119,6.249523517040395e-23,2.7693876574954985e-09
2.7333333333333174,0.0748179805071357,0.061603886791142815,0.13642186729827852,0.0014471380668931806,3.531956392313989e-14,0.009122926420888178,0.12585179767161067,1.6384534350038001e-22,5.138851176073156e-09
2.7499999999999845,0.1264037121723935,0.010851594728504027,0.13725530690089752,0.0014295635231606567,1.2850825633237632e-14,0.007068582980214033,0.12875715096214102,4.254419666788195e-22,9.435368967046315e-09
2.766666666666651,0.1058130793376005,0.03149111243399651,0.137304191771597,0.001412307053715781,4.5963564326134325e-15,0.005424373392718606,0.1304674941831263,1.094121569563613e-21,1.7142031715067364e-08
2.7833333333333177,0.1106167472108448,0.025835346121678288,0.1364520933325231,0.0013953610323272233,1.6160817970943374e-15,0.004122738806413949,0.13093396267778068,2.7868260398113384e-21,3.081599960941979e-08
2.799999999999984,0.1565915842927009,-0.02196623273544085,0.13462535155726005,0.0013787180598642261,5.58573011644442e-16,0.003103423848899493,0.1301431548333233,7.030288829879743e-21,5.481517245476878e-08
